"","category","group","ANY","EAC","EGJAC"
"1","Comorbidities","cd",0.00228040019296066,0.001765422236152,0.0039767721785815
"2","Comorbidities","copd",0.0291874219188254,0.0242054266528046,0.0242103204658312
"3","Comorbidities","diab_c",0.00254114871046785,0.00158708642471561,0.00333457080593523
"4","Comorbidities","diab_nc",0.00678187298905629,0.0059885180595064,0.0038763103137097
"5","Comorbidities","gerd",0.0184414237293575,0.0246342310315968,0.00494207666809464
"6","Comorbidities","mi",0.00272436993042255,0.00263089111714252,0.0012939655344017
"7","Comorbidities","mld",0.00161277441421385,0.00110508164917808,0.00313448797547083
"8","Comorbidities","para",1.44737404388983e-06,0,0
"9","Comorbidities","pud",0.000403351158612002,0.000298879272007409,0.000670202664856384
"10","Comorbidities","pvd",0.0108148995460688,0.00901791804103715,0.0119425053394884
"11","Comorbidities","rd",0.00238649293723892,0.00227659297324045,0.00311145440717266
"12","Demographic","age",0.379970144005214,0.390914778805018,0.284616762043675
"13","Demographic","agentorange",0.00016551618293365,0.000275171458964305,0.00122897337572261
"14","Demographic","bmi_weight",0.0131769270978822,0.0118274237349705,0.0183620538277225
"15","Demographic","gender",0.0393700222752917,0.0452795663789875,0.0193825464301136
"16","Demographic","race",0.0460507204724784,0.0614598699863348,0.00606224880067987
"17","Demographic","smoke",0.0140194936651413,0.0171935757802812,0.00628504959747495
"18","Lab","a1c",0.00346291795894332,0.00375560468785297,0.00583676302178665
"19","Lab","alkphos",0.014131017011279,0.013050618373894,0.0204084356546445
"20","Lab","alt",0.0150835534930511,0.0127859499138699,0.0154680642431779
"21","Lab","ast",0.0121181069114711,0.0104066490479311,0.0170670111098158
"22","Lab","baso",0.00480539449062559,0.00385444424379298,0.00441909839028805
"23","Lab","bun",0.0226539498493984,0.0203022248253636,0.0280607525922619
"24","Lab","calc",0.0138101337320263,0.00936192118873937,0.0221664410094892
"25","Lab","chlor",0.0106526544171313,0.00793289024010381,0.0189361620644529
"26","Lab","co2",0.0239859128278732,0.0270365359605074,0.0164373012167709
"27","Lab","creat",0.0180880611950711,0.0187557666980593,0.023687390508425
"28","Lab","crp",2.07135843258803e-05,0,0
"29","Lab","eos",0.00694455013248973,0.00546359708301898,0.011406787442206
"30","Lab","gluc",0.0298746251329743,0.0345238855773534,0.0313125734578277
"31","Lab","hct",0.0209428334015975,0.0175342039038391,0.0293552647296116
"32","Lab","hdl",0.0165944754244685,0.0152105683810635,0.0299122671302163
"33","Lab","k",0.0143501560204968,0.0138645966916966,0.0230151569134271
"34","Lab","ldl",0.0162181137649899,0.0152971223746406,0.0332950905637129
"35","Lab","lymph",0.00565345418834458,0.00510394775259511,0.020632003603981
"36","Lab","mch",0.0154579201924202,0.0131274179173945,0.0158499366614758
"37","Lab","mchc",0.0152486209446589,0.0134956981149678,0.0245205170863368
"38","Lab","mcv",0.0113923533547284,0.0106476780812424,0.0162360952535307
"39","Lab","mono",0.00651368365316892,0.0051825690487227,0.00964910449193879
"40","Lab","mpv",0.00773665145435669,0.00289457622419824,0.0236661322947155
"41","Lab","na",0.0366288603104875,0.0364915825413199,0.0403981437544321
"42","Lab","neut",0.00852675062745195,0.00872189315329676,0.00598454434806832
"43","Lab","platelet",0.0122591684281678,0.00938804231272285,0.0299882905209311
"44","Lab","totprot",0.00917351238458246,0.00676046677367505,0.0186572131119884
"45","Lab","trig",0.00982282865481292,0.0081164865594631,0.0171663779271374
"46","Lab","wbc",0.0416944258152425,0.0420907305342423,0.0492207921397453
"47","Medication","ppi",0.00622617404315523,0.00831140709805839,0.00081598832867326
"48","Comorbidities","chf",0,7.04910944373446e-05,0
